"MASTER RESULT SET","MSTR 01",,,,,,,,,,,,,,,,,,,,,,,
"Keyword # 1 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","Keyword # 2 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","Keyword # 3 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","Keyword # 4 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","Keyword # 5 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","Keyword # 6 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","Keyword # 7 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","Keyword # 8 - words that best describes the website. Use between 1 and 4 words. Using 4 is preferred.","PRIMARY TOPIC: What is the ""main topic"" this website would fit under (its subject)?","SUBTOPIC  What is this specific website really about (what is its real focus)?","NAME OF WEBSITE (exactly as it appears on their website). Note: Sometimes the actual website name has spaces between the title words, sometimes it does not. Use the appropriate one.","URLS (also known as a link or ""web address"" or ""links""). Sometimes you are asked to research the website as a whole. Sometimes you are given a ""sub-page, related to a specific topic"" and you must research just that portion of the website. For example notice row 4: it is a sub-page (almost like a separate website) of the main Disney website. But on the right and the left you will notice it deals specifically with ""pin collecting"". If the website takes you to the homepage, do the whole website. If it takes you to a sub-page, just do that portion of the website.","State (the location of the company providing the website) as noted on their website (sometimes it helps to look on the ""contact us"" or ""privacy statement"" page.","City (as noted on their website)","Is using the website FREE or does it COST? Sometimes websites charge for its goods or services. Also, if a website is completely free to browse or if a great deal of it is free to browse, put ""free"" here. However, if clicking on most anything brings up a cost (must pay for it to see it), then put a ""$"" here (we don't need the amount).","Is REGISTRATION REQUIRED? If you can't get to the information without having to register first, then put ""Yes"" here. If you have to register to even browse, put ""Yes"" here.  But if you can see everything, or at least browse, without registering, put no. Note: MOST (not all) shopping websites require registration to buy something, so put Yes here. Examples: Both eBay & Amazon are shopping sites. However, eBay can be browsed and even researched to find out the history of items, without HAVING to register, so put No here. Amazon can be browsed, but provides little information outside of finding things to buy, so put Yes here.","Everything on the Web fits into one (or sometimes 2) of these 4 categories. The definition of ""find it"" is a geographic location (like locating a national park). Make the website fit into one of the following ACTIVITY CATEGORIES =  SEE IT (read the news, view a photos, read and research, check movie times, etc.)  SHOP IT (shop for it, trade it in, auction it, purchase then download it, online shopping, etc.)  DO IT (play a game, chat, update your blog, book a flight, listen to music, customize your computer, and ""sometimes shopping activities"", etc.)  FIND IT (locate London, check out the address of a restaurant in the Chicago metro service area, etc. = this is rarely used in this column). Pick the activity that MOST fist the MAJORITY of the website","Write a BRIEF DESCRIPTION OF WEBSITE. Most often you can copy and paste a small portion of the ""about us"" section of their website to get a good description. It may even require copying and pasting a couple of sentences from different paragraphs within their website to make a ""well rounded description"". However, if you cannot copy and paste something directly from THEIR website, then you must write the description in your own words. YOU CAN NOT USE SOMETHING ANYONE ELSE WROTE - as that is ""copywrite infringement"". You CANNOT use something another website (example: Google, Wikipedia, etc.) uses as their description of this website, as this is also ""copywrite infringement"". The bottom line - if you cannot get a description directly from the website itself - write it yourself. Note: also notice from the examples below that the descriptions are not ""personal"" but rather speak to the general population (meaning they do not include a lot of ""us"" ""I"" ""you"" ""best"" , etc.). Keep anything personal or that relates to ""being the best"" to a minimum, even if you are cutting and pasting directly from their website.","Primary MSA (Metro Service Area) for ubExact Engine","SUPER CAT (this is the very top category this website will be categorized under = it is it's ultimate parent topic)","Is This OFFICIAL Website? (Use this statement: ""Official xxxxx Website"" only for websites that are often confused with other websites, or who have many copycat websites trying to pretend to be them. Example: Disney World).","Preferred Link:
Ad 2-3 Keywords","Preferred Link:
Ad 3-4 Keywords","Preferred Link:
Ad 4-5 Keywords","Separate URL will be for these:
NAV ADS"
"Virginia Zoo","Petting Zoo","Rescue Zoo","Animal Zoo","Zoos","Exotic Animals","x","x","Attractions & Theme Parks","Entertainment","Luray Zoo","http://www.lurayzoo.com/","Virginia","Luray","Free","No","Do It","Luray Zoo is a true rescue zoo. The zoo specializes in providing a home for unwanted, abused and confiscated exotic animals. The animals that arrive at Luray Zoo stay here. The zoo houses and cares for over 250 animals all with their own special story. Your admission to the Zoo includes: Reptile Jungle, Petting Zoo, Outdoor animal exhibits and in the summertime Animal Shows.","Harrisonburg","Animals & Pets",,,,,
"Mississippi Zoo","Zoo Animals","Conservation","Jackson Zoological Society","Zoos","Exotic Animals","x","x","Entertainment","Attractions & Theme Parks","Jackson Mississippi Zoo","http://www.jacksonzoo.org/","Mississippi","Jackson","Free","No","Do It","Jackson Zoo's mission is to provide visitors with a quality recreational and educational environment dedicated to wildlife care and conservation. The Zoo is located on 110 acres and has 120 species.","Jackson","Animals & Pets",,,,,
"Las Vegas Zoo","Nevada Zoo","Monkeys","Zoo Animals","Zoos","Exotic Animals","x","x","Attractions & Theme Parks","Entertainment","Southern Nevada Zoo","http://www.lasvegaszoo.org/","Nevada","Las Vegas","Free","No","Do It","The Southern Nevada Zoological-Botanical Park (a.k.a. Las Vegas Zoo) is  a shady 3-acre park is located just 15 minutes northwest of the Las Vegas Strip. The zoo exhibits over 150 species of plants and animals. ","Las Vegas","Animals & Pets",,,,,
"Zoo","Endangered Species","Nature Education","Conservation","Nature","Exotic Animals","Animal Species","x","Entertainment","Attraction","The Little Rock Zoo","http://www.littlerockzoo.com/index.php","Arkansas","Little Rock","Free","No","Do It","The Little Rock Zoo opened in 1926 and today has grown to house 725 animals, most of them on the endangered list. The zoo has been a valuable resource for nature education and conservation.","Little Rock","Animals & Pets",,,,,
"Cat Care","New Pet Needs","Cat Health","Cat Training","Traveling With Pets","x","x","x","Cats","Pets","Taking Care of Your Cat","http://www.nutroproducts.com/takingcarecat.shtml","California","City of Industry","Free","No","See It","This page at Nutro is dedicated to Cat Care. You cat doesn't have nine lives, she only has one. This page is designed to help you make that life long, healthy and as enjoyable as possible for both you and your cat.","Los Angeles","Animals & Pets",,,"[Traveling With Pets] Make Your Pet Comfortable During Travel",,
"Kentucky Zoo","Baby Elephant","Conservation","Zoo Animals","Zoos","Exotic Animals","x","x","Attractions & Theme Parks","Entertainment","Louisville Zoo","http://www.louisvillezoo.org/","Kentucky","Louisville","Free","No","Do It","Welcome to the Louisville Zoom, enjoy 1,300 animals exhibited in natural settings. See family favorites like gorillas, lions, tigers and polar bears, penguins, hundreds of colorful birds and so much more. The Louisville Zoo lets you escape from your wild everyday life and enjoy the beauty of nature. Your visit also helps support critical wildlife education and conservation programs.","Louisville","Animals & Pets",,,,,
"Tigers","Petting Zoo","Conservation","Zoo Animals","Zoos","Exotic Animals","x","x","Attractions & Theme Parks","Entertainment","Minnesota Zoo","http://www.mnzoo.com/","Minnesota","Apple Valley","Free","No","Do It","Learning at the Zoo is fun! The Minnesota Zoo offers entertaining and educational opportunities for preschoolers through adults to get a closer look at nature and the zoo. Learn all about the animals at the Minnesota Zoo. ","Minneapolis","Animals & Pets",,,,,
"Indiana Zoo","Private Zoo","Zoo Exhibits","Zoo Animals","Zoos","Exotic Animals","x","x","Attractions & Theme Parks","Entertainment","Me's Zoo","http://www.meszoo.com/","Indiana","Parker City","Free","No","Do It","Me's Zoo is one of the largest private zoos in the United States. ME's zoo is a fun a friendly place for the entire family. Get a close-up view of exotic animals, including tigers, leopards, bears, monkeys, birds, and more. ","Muncie","Animals & Pets",,,,,
"New Orleans Zoo","White Tigers","Children's Zoo","Carousel ","Zoos","Exotic Animals","Museums & Exhibits","Zoo Events","Attractions & Theme Parks","Entertainment","Audubon Zoo","http://www.auduboninstitute.org/","Louisiana","New Orleans","Free","No","Do It","One of the country’s top-ranked zoos, Audubon Zoo blends the exotic excitement of animals from around the globe with the serenity of its lush gardens. With innovative natural habitat exhibits and an animal collection ranging from the unique white alligators to the extraordinary white tigers, Audubon Zoo has become one of the Gulf South’s favorite family gathering spots.","New Orleans","Animals & Pets",,"[Zoo Events] Invite the ZOOmobile to Visit Your Special Event!",,,
"Norfolk Zoo","Rhinos","Lion","Zoo Animals","Zoos","Exotic Animals","Travel","x","Attractions & Theme Parks","Entertainment","Virginia Zoo","http://www.virginiazoo.org/","Virginia","Norfolk","Free","No","Do It","The Virginia Zoo exhibits over 350 animals, beautifully manicured grounds and offers a fun-filled day for all. For more than a century, the Virginia Zoo has demonstrated a commitment to wildlife, conservation and education. Bring your child to our exciting animal adventures at the zoo! The zoo has lots of great programs to choose from this year, something for everyone in the family.","Norfolk","Animals & Pets",,,,,
"Zoo","Exotic Animals","Endangered Species","Volunteer","Nature","Zoo Animals","Animal Species","x","Entertainment","Attraction","Oakland Zoo","http://www.oaklandzoo.org/","California","Oakland","Free","No","See It","The Oakland Zoo is a 525 acre park featuring exotic African animals, educational and family based programs and encourages visitors to learn about the zoo, its inhabitants, and endangered species. You can also volunteer to be a teen guide or a zoo ambassador.","Oakland","Animals & Pets",,"[Zoo Animals] Come Visit African Zoo Animals Today",,,
"Oklahoma Zoo","Gorillas","Botanical Gardens","Zoo Animals","Zoos","Exotic Animals","Museums & Exhibits","x","Attractions & Theme Parks","Entertainment","Oklahoma City Zoo","http://www.okczoo.com/","Oklahoma","Oklahoma City","Free","No","Do It","Find the Fun at the Oklahoma City Zoo and Botanical Garden - More To See From A To Z. The Zoo features a diverse and fascinating animal and plant collection. Ranked the third-best family-friendly zoo in the country.","Oklahoma City","Animals & Pets",,,,,
"Nebraska Zoo","Giraffe","Conservation","Zoo Animals","Zoos","Exotic Animals","x","x","Attractions & Theme Parks","Entertainment","Omaha's Henry Doorly Zoo","http://www.omahazoo.com/","Nebraska","Omaha","Free","No","Do It","Omaha's Henry Doorly Zoo has four primary objectives: conservation, research, recreation, and education. The Zoo covers 130 woodland acres, and includes 15 major animal habitats. Omaha's Henry Doorly Zoo manages more than 24.330 specimens representing 972 species.","Omaha","Animals & Pets",,,,,
"Cat Species","Cat Species","Big Cat Guide","Big Cat Conservation","Big Cat Resources","x","x","x","Cats","Big Cats","Big Cats Online","http://dialspace.dial.pipex.com/agarman","Online","Online","Free","No","See It","Big Cats Online offers a general introduction to the various species of cat living in the wild today. Includes information on evolution, species, behavior, conservation and resources.","Online","Animals & Pets",,,,,
"How-To","Toilet Training Your Cat","Toilet Training Guide","Cat Toilet Training","Cat Article","x","x","x","Cats","Pets","How to Toilet-Train Your Cat","http://www.karawynn.net/mishacat/faq.html","Online","Online","Free","No","See It","This page is dedicated to How to Toilet-Train Your Cat, which was written in loving memory of Misha the cat.","Online","Animals & Pets",,,,,
"Florida Zoo","Reptiles","Conservation","Zoo Animals","Zoos","Exotic Animals","Conservation","x","Attractions & Theme Parks","Entertainment","Palm Beach Zoo","http://www.palmbeachzoo.org/","Florida","Palm Beach","Free","No","Do It","Palm Beach Zoo- Bring your children to the wildest place in town! With 1,500 exotic and endangered animals and 23 acres of beautiful tropical plants the Palm Beach Zoo is a delightful and educational outdoor classroom. Palm Beach Zoo also offer a wide variety of education programs with hands-on learning opportunities for participants of all age The zoo is committed to providing education, promoting conservation, and hosts many public activities and events.","Palm Beach","Animals & Pets",,"[Zoos] Do You Hear Zoo Animals Calling You?",,,
"Oregon Zoo","Tiger","Conservation","Zoo Animals","Zoos","Exotic Animals","Education","x","Attractions & Theme Parks","Entertainment","Oregon Zoo","http://www.oregonzoo.org/","Oregon","Portland","Free","No","Do It","The Oregon Zoo is home to animals from all corners of the world, including Asian elephants, Peruvian penguins and Arctic polar bears. Committed to conservation of endangered species and their habitats both locally and around the globe. The Oregon Zoo’s has educational programs, a summer concert series, seasonal events and the zoo railway. The Oregon Zoo is all of this, but it is also a safe place for families to share moments of discovery and fun.","Portland","Animals & Pets",,,,,
"Rhode Island Zoo","Marco Polo Trail ","Conservation","Zoo Animals","Zoos","Exotic Animals","x","x","Attractions & Theme Parks","Entertainment","Roger Williams Park Zoo","http://www.rogerwilliamsparkzoo.org/","Rhode Island","Providence","Free","No","Do It","Roger Williams Park Zoo, the third oldest zoo in the country, has entertained and delighted Rhode Islanders since its opening in 1872. The Zoo has over 950 animals and 160 different species including elephants, giraffe, cheetah, and much more. Roger Williams Park Zoo is open year around, rain or shine - so you can come on ""safari"" during any season.","Providence","Animals & Pets",,,,,
"Missouri Zoo","Bears","Leopard","Zoo Animals","Zoos","Exotic Animals","x","x","Attractions & Theme Parks","Entertainment","Saint Louis Zoo","http://www.stlzoo.org/","Missouri","Saint Louis","Free","No","Do It","The Saint Louis Zoo is a great place to not only enjoy a variety of animals, but also to enjoy these fun attractions: Zooline Railroad, Sea Lion Show, Children's Zoo and more. Admission to the Zoo is FREE although there are fees for some attractions.","Saint Louis","Animals & Pets",,"[Zoos] Come Ride The Zooline Railroad and Have Fun",,,
"Utah Zoo","Giraffe","Fox","Zoo Animals","Zoos","Exotic Animals","x","x","Attractions & Theme Parks","Entertainment","Utah's Hogle Zoo","http://www.hoglezoo.org/","Utah","Salt Lake City","Free","No","Do It","Utah's Hogle Zoo's animal collection includes over 1,100 specimens of 250 species. The Zoo is open year-round and closed only on Christmas Day and New Year's Day.","Salt Lake City","Animals & Pets",,,,,
"Texas Zoo","Rhinos","Conservation","Zoo Animals","Zoos","Exotic Animals","x","x","Attractions & Theme Parks","Entertainment","San Antonio Zoo","http://www.sazoo-aq.org/","Texas","San Antonio","Free","No","Do It","San Antonio Zoo is home to over 3,500 animals representing 750 species of animals on 56 acres. The San Antonio Zoo offers educational exhibits and other learning resources to help students and teachers understand the wealth and fragility of the world's natural resources so that future generations will cherish and conserve them. The Zoo is open 365 days a year.","San Antonio","Animals & Pets",,,,,
